56404, 8058
24344, 1831
32453, 19949
4701, 1080
44944, 3957
24764, 1276
16804, 18125
37055, 6019
7117, 414
25506, 2343
45368, 389
59152, 4685
8470, 14590
47729, 2912
22418, 4073
53089, 9366
17772, 15520
42536, 14475
13897, 7036
42354, 13110
4421, 18589
17336, 1246
7266, 13712
22690, 7197
52591, 17526
55358, 9623
20658, 1518
27458, 19228
16038, 16285
26271, 13216
11665, 17136
29104, 2706
47078, 4086
45872, 14984
9693, 14308
15624, 5851
9837, 8714
8875, 12657
27861, 9480
17252, 2510
7016, 12212
13779, 11277
3214, 7411
20443, 1179
57978, 12996
9022, 6441
44049, 7311
53179, 12364
49194, 2379
18473, 5351
40779, 7828
5184, 2918
31713, 13082
28033, 10600
7997, 16147
30272, 19820
14603, 14526
1656, 7769
2550, 12179
24456, 2756
16430, 8969
11122, 4786
52873, 3963
13972, 736
26080, 8333
26051, 16685
30067, 14717
17853, 17321
23643, 12805
53095, 8401
26871, 19868
53383, 1991
45895, 18653
19689, 18512
54605, 18229
22656, 1636
30281, 51
43287, 7366
39799, 19576
24048, 17255
43477, 12651
34574, 15161
5817, 8181
54230, 6010
35379, 5285
53129, 8548
43061, 13162
24620, 13756
56247, 6130
12637, 9490
11263, 3146
14298, 16391
57949, 3619
20473, 16168
57325, 4965
44700, 5000
33269, 1163
49288, 2426
31305, 2437
28818, 16664
1467, 10940
22061, 2964
5180, 8908
115, 15509
24216, 11916
5186, 17426
13266, 6305
59264, 7953
44000, 4001
34939, 14250
24928, 14775
5191, 14451
9131, 10559
11080, 13406
57898, 11254
13798, 16488
58945, 4211
39720, 4348
12709, 3519
23392, 12858
29234, 8478
15351, 2271
39858, 11138
50756, 9756
23620, 15468
50492, 19020
46730, 4438
33486, 15909
27461, 18432
23354, 18664
19139, 10179
39283, 12700
24537, 15549
30385, 14535
26807, 15929
35962, 925
38903, 10802
13053, 9846
8716, 4738
31468, 17131
22930, 16267
26824, 10471
42053, 14040
17591, 18680
32843, 9236
48351, 19665
29463, 899
17607, 418
22224, 16446
37748, 589
51391, 8042
20690, 986
26938, 7658
23045, 16073
22712, 2131
53097, 11039
53485, 3914
12128, 19958
1580, 2894
460, 12418
45084, 8449
26828, 14136
31814, 13137
42743, 2852
12311, 10531
34254, 12315
46267, 17289
38430, 14197
25301, 14718
44340, 3968
20124, 8095
10584, 1458
27940, 3693
8889, 11640
2753, 11026
37780, 10144
44724, 5876
39641, 10107
58780, 8540
50188, 11398
28062, 14599
40775, 13438
38298, 3072
15169, 10745
39303, 14473
32048, 3049
46000, 6161
16678, 3685
13270, 877
17403, 900
5915, 14629
12021, 8662
33876, 18924
6928, 10348
19547, 226
16919, 3699
10724, 13638
30932, 13753
40827, 13748
45141, 2330
26751, 1903
3925, 10348
39099, 2406
38645, 9958
28038, 777
14397, 7994
30611, 5571
50067, 17469
46874, 8559
46173, 6906
33842, 11134
17379, 18306
18241, 8919
26057, 16881
13822, 5144
15333, 9796
40919, 13640
5098, 4138
42057, 5026
52871, 7576
44064, 8946
6495, 9451
48719, 17656
55854, 251
46814, 19373
54216, 9873
8378, 2629
17260, 5945
47575, 12805
20028, 17959
20154, 11515
54465, 1755
9820, 2666
10975, 6257
44212, 11002
22024, 3421
12913, 16813
28078, 6064
51930, 18795
45653, 11546
58206, 9289
1425, 5535
8642, 15494
39101, 18308
23072, 18734
38631, 1589
33184, 3246
37730, 1737
28424, 11525
24226, 1603
382, 8627
48196, 5909
16115, 2417
34274, 1026
26748, 17526
9561, 16919
43424, 5729
43090, 18552
16272, 9761
22747, 7479
56989, 11189
28365, 18566
42505, 6454
35275, 10322
36626, 1495
27736, 3571
3610, 15301
17786, 11809
42740, 18968
49561, 3892
41858, 8160
30245, 15892
10652, 19625
10778, 18771
52182, 8667
9791, 19907
33164, 13367
11214, 1883
30886, 5937
27153, 6370
29206, 16209
58423, 7195
15183, 13953
32960, 2786
9643, 6246
47830, 17160
49467, 14525
37234, 6712
31629, 18894
20059, 14983
52762, 11672
30320, 7344
1708, 4252
36104, 13755
3758, 441
46133, 19415
37900, 2558
14163, 1647
50685, 6221
56486, 17966
37152, 8310
41226, 13504
22924, 453
25775, 3379
9827, 14180
40520, 9279
12558, 6203
32868, 17768
34984, 7510
59207, 13051
12132, 14917
25804, 5116
14151, 10703
50288, 14619
32003, 7130
45270, 15543
12572, 9549
3606, 12528
48345, 17455
25480, 19158
6001, 19368
11462, 1955
34013, 12592
11139, 19771
59854, 18475
18846, 2682
10501, 15387
56075, 9248
53311, 2156
44390, 127
10631, 4235
21046, 19130
16462, 7997
38190, 19758
13660, 12910
36548, 332
9942, 14101
24087, 15677
44580, 5253
1419, 16681
19153, 7232
11275, 4527
20408, 7800
24339, 13664
20404, 14477
37780, 10284
10426, 15081
8635, 2206
16511, 8460
19636, 2391
31141, 13994
35059, 4529
35515, 9416
7703, 12394
35263, 14996
19845, 19863
48390, 6330
39397, 7135
3029, 12129
40233, 13597
41928, 19722
27007, 780
37588, 19650
21532, 19807
59860, 10642
33894, 19607
39373, 2822
40965, 12790
57124, 9446
48807, 15680
4929, 15446
12287, 10138
41881, 2253
17333, 422
24297, 16247
15551, 7591
7392, 10574
58285, 2141
26798, 5918
15369, 8903
23599, 6992
38489, 12909
18882, 16925
27863, 16510
42739, 14743
16550, 8565
30015, 11007
704, 4455
58845, 7002
38223, 1742
11660, 11845
1374, 1045
39339, 16719
7520, 6672
46171, 7318
33166, 2277
39207, 3001
13592, 13578
3250, 5118
44136, 1304
51258, 3738
13813, 12320
54035, 17461
49729, 12892
21337, 17633
10147, 17628
968, 817
17545, 2614
27702, 8955
4761, 14309
42618, 7308
36334, 4234
28999, 11807
37716, 2444
36894, 1748
44921, 12685
4467, 15929
17800, 10056
46850, 13351
55096, 9301
21132, 405
59154, 2950
35853, 600
8717, 14693
4684, 251
17729, 9086
41794, 15500
43686, 10762
40715, 2980
46229, 16319
1764, 14711
10811, 5208
6635, 8712
23501, 17865
5182, 797
40549, 17512
16628, 11381
1991, 7384
18748, 384
5688, 9415
35200, 17246
46653, 14292
20628, 2337
38888, 1031
25607, 13931
46225, 15444
35221, 2242
11961, 8911
59846, 2634
44215, 18148
26674, 1364
17065, 507
9584, 9325
15769, 6531
4148, 5553
58408, 18118
20662, 14148
12055, 18840
24147, 1372
27488, 15855
35682, 4340
14968, 4520
4208, 9623
19516, 875
2330, 1953
39468, 8328
18967, 2917
18053, 7268
40504, 472
52174, 8107
23296, 9723
28355, 7025
3178, 15535
20893, 18669
41049, 3716
35141, 1524
7763, 7171
5364, 11211
31977, 502
42238, 6584
9785, 15485
58057, 15305
26999, 2630
34889, 7232
1074, 11918
29301, 18351
14120, 15658
53151, 281
32169, 3254
5027, 9785
46964, 10506
2493, 2147
49907, 11650
58405, 13071
34682, 19850
42677, 11820
49198, 15748
16288, 15165
43327, 1053
33442, 3960
11717, 10085
14457, 731
52811, 7552
20541, 14876
10599, 8782
30902, 12832
47418, 2254
19417, 3668
58444, 8728
10147, 172
30661, 15141
6132, 6981
14789, 7488
56522, 8431
34133, 3827
43426, 9491
59803, 8411
3605, 1245
20683, 17573
1244, 19204
49597, 1704
36778, 14099
38888, 12642
2508, 9425
54734, 10772
5490, 11271
38898, 17791
11400, 8066
32850, 10914
694, 12110
45926, 6370
51514, 16935
35331, 7459
27684, 6958
52596, 19658
45385, 7197
27974, 11799
10366, 10973
44649, 7624
31378, 1447
26986, 6710
27298, 14964
692, 15369
1062, 6518
47049, 15264
7967, 1412
17197, 6605
20050, 11300
23266, 13507
31540, 7040
5170, 4721
19709, 920
39487, 19784
48822, 7791
52891, 14108
59344, 10968
5668, 9843
13012, 2196
35052, 10439
59768, 13820
20632, 10066
50641, 8590
38263, 9186
23912, 9876
17088, 16674
51941, 19454
1238, 18314
37817, 15984
51746, 18058
55080, 10172
31315, 16683
15673, 11584
55613, 1937
27012, 4790
46776, 6278
1307, 1608
47296, 5450
46917, 9398
37176, 15390
6583, 19417
9041, 6161
41721, 9810
58534, 15534
57718, 18792
38425, 11106
1580, 1403
59879, 5230
52868, 18268
231, 6658
53468, 16662
34567, 11124
39954, 3230
22798, 149
35279, 7582
19616, 19434
13953, 5321
49239, 6842
24323, 8779
46189, 7474
39198, 9986
21989, 18520
31830, 6171
27150, 17344
38123, 7496
37950, 4765
16526, 8548
27981, 6613
29290, 7885
25760, 7195
33965, 3486
18368, 5737
2224, 18685
31851, 7056
52491, 2860
35441, 9601
41844, 8080
9092, 6184
52179, 14394
16026, 10348
36599, 3697
44645, 18806
32809, 13683
54735, 8737
55352, 6322
49122, 5732
47703, 13429
10713, 10988
48214, 11405
48902, 9169
20094, 5085
36898, 9217
33635, 9146
21298, 11694
38761, 15512
26620, 13431
37833, 3658
10475, 11023
35707, 5023
21611, 8586
33942, 12398
9435, 5452
35971, 17190
54592, 1980
59768, 15245
6567, 15646
21866, 151
31053, 16264
20938, 12735
55135, 3142
54989, 15565
16832, 18332
25020, 11467
54565, 7725
48898, 15823
49012, 16106
29280, 1116
30836, 12444
40597, 6394
51055, 8646
25974, 5014
19040, 2917
28141, 16995
57949, 5584
44391, 3851
29983, 309
56161, 16043
37813, 8414
28275, 17470
4347, 8837
54380, 1567
8983, 10256
6494, 12307
6800, 10011
14202, 16908
16554, 10304
42918, 736
18956, 5384
49780, 9971
20956, 12746
53933, 10377
49588, 17322
59559, 8584
35459, 11723
56319, 5298
46598, 17685
57056, 15038
33102, 4495
18724, 9999
683, 2979
51597, 1672
11974, 19450
3696, 19175
16431, 5877
20853, 1179
18719, 3229
20883, 13559
40172, 11202
12279, 2458
55901, 17007
16789, 6559
56383, 18023
54940, 6679
11852, 292
22166, 18567
46547, 17092
36387, 1312
39191, 18671
22933, 2272
28380, 518
32178, 11460
58889, 14263
26579, 10932
31448, 1076
50069, 991
28438, 8460
23024, 19537
45410, 19381
2010, 11931
27617, 5729
25735, 14891
59511, 11771
8912, 17650
6438, 10567
31627, 2962
23260, 7488
22562, 349
56658, 4421
36570, 9648
6333, 18627
15073, 16530
12999, 10513
38657, 17962
32599, 10057
15334, 6057
5143, 17892
6597, 208
57562, 5241
6735, 13041
2806, 15672
1594, 6141
8182, 2005
8540, 2017
2946, 16923
27994, 17390
58479, 335
48476, 5045
15608, 6110
47414, 10406
52988, 9695
45035, 512
57841, 14553
1230, 10570
12367, 3286
3247, 18059
7209, 3364
26125, 17546
27376, 10615
1763, 2278
49841, 12866
13109, 9643
16565, 2902
56240, 8185
25179, 13669
32111, 13770
15417, 6142
45767, 8273
21754, 2105
13628, 19509
38230, 14464
23133, 16241
39583, 8352
31137, 10161
36518, 17937
676, 10530
54891, 3550
20002, 10104
51769, 15875
59182, 12206
26991, 12734
46302, 16031
38482, 3965
28542, 3231
2576, 13712
46253, 17650
47028, 10622
14868, 6053
46411, 8542
26616, 2510
30774, 19003
14018, 16331
30815, 18199
7648, 18945
34246, 12
32850, 13956
4683, 14909
49151, 3350
38719, 5179
34288, 19476
54825, 6608
42505, 9294
37071, 12363
1503, 11788
16626, 12382
7953, 1335
32239, 2991
54045, 10208
32880, 18005
16959, 4256
38440, 11582
33733, 16656
55451, 2519
29093, 6129
25866, 19361
38053, 10625
51044, 9962
33311, 9361
6374, 5270
9953, 14811
57450, 11829
20929, 16167
39178, 8743
7460, 13702
37512, 2474
50509, 3733
21871, 5446
41009, 4420
32201, 2013
36793, 13505
34157, 3580
52386, 2789
15497, 2534
23908, 9414
8430, 14625
44191, 16321
51893, 9057
12879, 394
53762, 16255
42708, 11102
13411, 13585
23326, 2818
34355, 13918
17324, 16366
50952, 12721
14075, 17661
11678, 15011
27709, 2497
1830, 7458
29768, 8331
35089, 14203
45829, 15729
8319, 6692
8266, 8741
30546, 12858
10983, 9830
12470, 3161
34390, 3669
57995, 2071
38320, 12162
49046, 15224
11519, 2097
20360, 15636
56222, 5513
51106, 16082
48572, 6573
24808, 10224
39138, 18484
20808, 880
6031, 2830
55430, 7512
5294, 16371
47997, 8989
54276, 17035
29819, 7515
16851, 8052
57703, 3702
8410, 15364
34484, 15528
39572, 9307
58712, 18842
48149, 12323
50310, 11696
41535, 8069
27543, 5099
38980, 5602
52413, 16546
6828, 18711
17743, 18507
26342, 4898
9220, 9384
24507, 13830
3072, 2109
34069, 951
54662, 18145
1490, 13411
35225, 4910
8106, 6382
13344, 18033
37984, 3684
7022, 16738
55303, 19265
17156, 19486
34071, 13445
24369, 10151
24565, 3580
45133, 6488
25878, 12060
47617, 10167
37306, 4693
45333, 13431
38365, 17862
14260, 8529
5455, 9481
25191, 5534
51030, 16089
29586, 11998
277, 10397
8599, 1276
9722, 11726
21503, 16678
21086, 16459
48868, 1389
24522, 18042
29730, 12916
56074, 3101
945, 7038
42011, 19408
25554, 3212
51621, 7607
40038, 10430
38740, 15394
54514, 3561
43769, 8254
51267, 32
38501, 18568
56373, 1233
12586, 19796
57752, 13926
23408, 17686
30279, 12549
23673, 2580
47180, 11390
15493, 19175
52208, 445
41830, 6292
2761, 19616
13527, 16226
43831, 19672
2980, 2011
13277, 5690
14007, 9202
4399, 1369
54697, 16240
36406, 12333
6878, 4116
28609, 15846
8281, 16799
870, 15200
43704, 4901
26113, 2293
32768, 6497
34290, 9632
48207, 1687
5450, 274
58027, 3218
7372, 660
58708, 6346
37464, 10869
34746, 8560
1847, 10571
10027, 14758
1430, 14900
47488, 13570
52155, 4648
36627, 12865
33660, 13579
59385, 15055
2072, 19684
51630, 6254
31259, 2365
43125, 2150
37087, 13373
6219, 2289
6548, 11303
34092, 10883
19757, 7943
48322, 321
28528, 6688
36116, 14795
1810, 18946
12005, 18895
10255, 13806
36379, 3438
55964, 2915
15749, 12125
37998, 3508
9759, 4814
20597, 1346
24387, 7149
3908, 15525
17632, 14922
15448, 13380
13246, 11652
13822, 16670
3632, 6877
7484, 1228
24660, 8003
51889, 9942
44143, 5333
45952, 7965
47734, 13950
52564, 13542
7708, 18635
22756, 7510
44030, 19093
41352, 1663
15994, 4348
52386, 4801
11752, 9365
5989, 153
31318, 103
59758, 19410
19613, 7689
2619, 16396
12346, 16146
1890, 11566
49092, 138
995, 7245
11617, 12905
34279, 17760
13241, 16887
10491, 4358
3704, 10636
30858, 17113
2812, 2477
21556, 12831
46714, 15598
28810, 4910
19600, 8949
54986, 8164
13903, 7118
31843, 13937
35264, 3837
10771, 3277
30724, 6530
37184, 1361
56010, 5694
59609, 1714
41090, 5382
21208, 14363
3005, 12288
10383, 3285
55981, 2290
20499, 19645
59203, 1000
4992, 4936
1917, 19078
51393, 4821
59461, 1795
6308, 10811
58815, 14079
21274, 4608
11734, 8835
10056, 4538
49658, 12141
48934, 4278
30585, 4240
37031, 674
58284, 12473
54618, 16693
59478, 18830
10960, 86
46954, 10578
9187, 16967
41706, 7163
45115, 9910
42575, 19253
54340, 1770
22666, 15557
26951, 1918
35433, 5505
41619, 18458
16320, 3522
35967, 16046
35273, 693
41984, 7704
9672, 7587
14146, 12586
23777, 3725
50839, 11983
25635, 17454
52807, 2551
43126, 4976
53801, 15079
11, 18671
56191, 10841
24960, 15786
308, 5251
827, 6829
48529, 1886
398, 11051
12209, 2146
15421, 14000
4201, 4773
58541, 9456
19086, 3397
41448, 6005
448, 17901
42413, 12737
32427, 11897
29908, 6503
895, 3299
16555, 11783
9417, 15081
13177, 14973
22595, 7987
16010, 6454
55941, 7891
3049, 1050
12188, 3860
46353, 13085
27623, 19860
1655, 13811
50748, 7324
45942, 12679
44505, 13471
39995, 17338
41527, 15236
29087, 5156
48535, 5681
21891, 5718
23346, 6746
25566, 14521
52769, 2449
45401, 6200
22040, 16543
45770, 15320
51466, 12306
53500, 2332
26741, 13473
32412, 13244
20298, 959
35401, 14323
38384, 15452
9280, 16530
39567, 19897
56416, 19339
21622, 4988
4984, 14618
12353, 14555
6743, 18068
50319, 2595
4350, 16004
46917, 11380
50762, 12880
56980, 12468
22754, 13480
27988, 8321
4963, 8284
10736, 19220
18363, 2969
28873, 11611
9991, 5795
24716, 7939
41383, 2586
2632, 5350
7414, 2942
5369, 11255
6078, 18072
4906, 6650
23650, 5419
58258, 2785
1523, 9312
38504, 8385
57625, 11730
2876, 14845
6738, 3375
7904, 10044
25819, 11469
56583, 19987
57368, 4698
12278, 19889
12695, 1519
39183, 7039
47292, 9639
20000, 6979
47494, 16985
35158, 7667
21837, 14920
14172, 1263
48702, 8986
43731, 12631
50578, 7614
41372, 324
43966, 3823
11629, 19244
6378, 6135
42976, 3884
19608, 18202
1319, 11191
23493, 19006
56148, 6258
8717, 10445
53304, 6285
13114, 12930
44289, 10594
21416, 14100
46670, 14443
34700, 6728
48956, 12340
46071, 6807
58098, 5530
38555, 4713
55434, 3736
47044, 19812
54340, 9259
12147, 10087
1173, 477
29386, 15251
840, 13941
52189, 2458
28777, 555
5669, 3080
44034, 11121
42522, 660
48865, 10497
14007, 11052
18664, 8092
1518, 15574
57526, 2551
51608, 5449
36424, 14114
57483, 5563
58211, 15859
40082, 6436
53785, 454
40473, 7845
14052, 7734
8818, 12557
16184, 667
14692, 3463
48967, 12392
11328, 15189
59770, 4109
51656, 1118
36894, 18127
28912, 19044
28797, 18660
48025, 11245
5646, 4932
32911, 4167
41841, 15623
31267, 14088
18074, 3577
45517, 11255
20097, 17355
41929, 5485
849, 1259
16646, 7203
50265, 14438
50143, 206
47868, 18290
20422, 979
43383, 11090
11731, 8203
20858, 19673
12615, 1686
10413, 16644
30189, 10877
38517, 4408
31753, 45
30008, 9235
54210, 13944
705, 584
52497, 9827
31467, 15660
28648, 13518
43601, 11142
31242, 19095
33078, 18008
36355, 3224
56474, 15624
838, 7490
29945, 9539
28243, 5648
3183, 8311
53776, 18105
23289, 15293
43200, 17321
5540, 11172
12801, 15429
55167, 15210
26114, 7844
10935, 524
58091, 11166
8097, 6301
2532, 6062
28081, 9400
58656, 4853
58195, 10880
16378, 5653
5740, 18911
15083, 11339
51459, 13730
6755, 13948
2866, 5106
41268, 19728
20503, 18504
27692, 6337
46144, 1812
28821, 8276
3503, 9306
15336, 14980
28362, 17332
7098, 1039
7616, 11735
27144, 77
28826, 10759
46152, 17154
21154, 16098
49482, 17915
18366, 5460
11183, 13803
1641, 6281
46377, 7823
5478, 2839
8467, 8947
14307, 9697
9834, 235
21808, 252
11400, 19586
44823, 16647
52692, 18415
58513, 16804
38620, 14605
2451, 6319
27668, 2391
30392, 7021
39672, 11179
28452, 2184
54661, 12594
40399, 11931
8164, 6529
17160, 12857
49760, 4926
31331, 6845
48319, 16764
54683, 20000
19278, 3608
14743, 17562
30676, 11772
48456, 17351
24850, 1294
495, 18120
28592, 4823
29563, 9384
45194, 17628
53751, 2829
6919, 2583
30028, 4730
53752, 5827
22127, 4588
52081, 979
16145, 7232
5764, 7501
2605, 10213
24993, 11713
54457, 10777
7128, 809
577, 5156
38759, 1097
12750, 4169
49268, 16547
15190, 13229
54731, 8854
19517, 16863
7982, 916
55221, 19134
42258, 14636
29057, 14812
28058, 6644
11255, 12695
48859, 16070
28469, 15110
56380, 4623
617, 3476
57187, 9387
17471, 16391
39547, 16872
32544, 3400
54866, 7436
54803, 16659
52555, 6994
24154, 19241
16628, 7056
31444, 11691
44028, 15044
18741, 1084
44571, 14036
27730, 4892
8462, 13616
36826, 8568
57118, 11419
27722, 12800
38751, 8458
14968, 18871
53783, 12024
22538, 938
18949, 9436
29626, 19391
33426, 669
9116, 10903
45342, 12266
35138, 18860
8237, 6027
44295, 5570
32081, 6590
46605, 4515
50941, 9371
3667, 2510
29464, 17807
34878, 5813
18192, 7563
39222, 19199
4011, 11666
15180, 3230
40807, 9675
44096, 19695
20774, 10104
50083, 7300
39011, 12725
46301, 6378
46014, 1452
46109, 12310
58201, 17636
37250, 18723
22862, 19259
52295, 13053
17582, 7138
38820, 9847
5232, 19245
45072, 8482
36126, 1692
47092, 14804
43192, 8704
28225, 7564
18445, 10204
59129, 9113
37064, 14109
58356, 10067
16832, 18051
39765, 13269
25696, 11981
24096, 11768
43271, 10204
58847, 11694
20501, 773
37696, 7464
32306, 12155
31124, 8671
14311, 15540
6145, 4522
36950, 10136
27848, 12072
7783, 2094
34165, 16932
33004, 7932
56078, 2360
26588, 6980
19874, 5432
44306, 1456
18868, 16952
36832, 19538
6302, 19997
41261, 5496
55210, 1719
10623, 4338
26311, 19517
25107, 14460
791, 16789
2883, 2875
15144, 17720
32924, 19940
42305, 14774
39033, 9095
373, 1329
37259, 9166
16719, 6614
51345, 1382
41002, 12279
23026, 6731
31986, 5917
3409, 8348
25853, 8662
48721, 17970
32094, 4065
48798, 15564
20429, 2664
6844, 2108
32744, 8140
23918, 10872
42675, 5926
3385, 16527
51472, 2690
31320, 7289
38978, 4215
54664, 13646
17363, 10887
43298, 6346
23948, 13408
27325, 4472
45527, 12875
21775, 18362
32893, 7748
21150, 6377
21463, 18288
44825, 10443
32496, 14405
14319, 1762
57155, 10757
50533, 5509
43349, 3800
33285, 2438
3702, 6002
18110, 13152
34465, 9088
3822, 13835
7728, 12560
49318, 17067
13394, 7554
44093, 12293
29674, 4268
8855, 10421
45108, 7494
7387, 15388
141, 19980
40292, 4496
1296, 19592
28144, 9144
43502, 12131
30713, 19175
19819, 12013
26735, 2895
26598, 12944
53917, 9636
37661, 6389
32799, 12984
27415, 7011
21064, 5917
44080, 7657
26198, 15790
46426, 16565
22380, 8134
20402, 12065
33596, 11728
38703, 5473
46857, 8661
15661, 119
47647, 9872
29315, 5409
27588, 15958
51225, 19820
45840, 7833
50463, 5062
53931, 11223
20157, 9226
44617, 19320
56834, 1377
53452, 13727
23925, 7150
49272, 15074
17129, 15304
57022, 15749
13543, 19947
15883, 16372
26262, 9753
58503, 8597
18064, 16229
40772, 11240
36421, 11061
57387, 15198
21121, 6420
1689, 9402
49098, 7651
14535, 8374
41606, 4875
6842, 10740
5160, 18453
51074, 15454
52956, 7888
30805, 13736
45619, 13325
5985, 7636
13990, 15493
26595, 14140
58070, 6588
33411, 11831
17045, 9263
8422, 4413
56992, 5006
6354, 14344
10236, 4294
2554, 15048
17979, 3080
43802, 5542
16788, 19911
14764, 13374
33772, 453
19693, 5875
54864, 14490
49393, 14082
45591, 13743
27055, 14725
55142, 6135
40006, 14934
54330, 8115
27457, 13180
30381, 10077
28839, 13790
14190, 4808
12387, 760
50490, 8509
1595, 14335
13366, 6614
43816, 17963
48302, 6987
2597, 11759
7340, 10761
17548, 4699
2561, 4245
32573, 13540
4118, 921
2044, 12076
47385, 10911
57306, 15170
31367, 7244
51532, 1944
34705, 9112
1745, 19310
44124, 15205
44691, 15431
33929, 9097
5143, 14303
57145, 3528
20029, 6598
48632, 10581
39025, 3778
14490, 16302
27244, 4042
48254, 19429
27072, 369
16237, 1194
10035, 17163
18745, 10358
29084, 19222
24263, 3795
16657, 19687
10349, 10659
25897, 5738
8080, 19097
35549, 1500
41390, 9487
40965, 14987
58519, 11785
45691, 16968
39744, 1141
45361, 8802
318, 6609
45987, 6175
21111, 10678
554, 15160
58683, 10904
30431, 4883
1927, 4742
905, 16238
4241, 9508
57114, 6473
26570, 308
35156, 17150
9955, 8258
37202, 8473
7598, 11373
18805, 9049
44998, 15832
49924, 19213
2120, 12494
8699, 3964
19824, 19209
1264, 1206
23513, 7394
49025, 309
16839, 11341
42628, 8942
47102, 82
15956, 6775
58595, 7230
12661, 18837
31972, 18173
34357, 2144
25816, 132
59653, 11529
17963, 17527
59912, 19660
22851, 10714
47619, 18590
50426, 13820
23543, 16508
47457, 16059
